form	lemma	POS	morph
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	NOMpro	NOMB.=s
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
publicquement	publiquement	ADVgen	MORPH=empty
faire	faire	VERinf	MORPH=empty
protestation	protestation	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
foy	foi	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
confidence	confidence	NOMcom	NOMB.=s|GENRE=f
certaine	certain	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
salut	salut	NOMcom	NOMB.=s|GENRE=m
/	/	NOMpro	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
actuelle	actuelle	ADJqua	NOMB.=s|GENRE=f
memoire	mémoire	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mort	mort	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
passion	passion	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	NOMpro	NOMB.=s|GENRE=m
/	/	NOMpro	NOMB.=s
par	par	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
nous	nous	PROper	PERS.=1|NOMB.=p
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
racheptez	racheter	VERppe	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
damnation	damnation	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
perdition	perdition	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Avoir	avoir	VERinf	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
souvenance	souvenance	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
grande	grand	ADJqua	NOMB.=s|GENRE=f
charite	charité	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
dilection	dilection	ADJqua	NOMB.=s|GENRE=f
dequoy	dequoy	ADJqua	NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
nous	nous	PROper	PERS.=1|NOMB.=p
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tant	tant	ADVgen	MORPH=empty
aymez	aimer	ADVgen	NOMB.=p
que	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
baille	bailler	NOMcom	NOMB.=s|GENRE=f
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
/	/	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
sang	sang	NOMcom	NOMB.=s|GENRE=m
nous	nous	PROper	PERS.=1|NOMB.=p
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
purgez	purger	VERppe	PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Aussi	aussi	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
prenant	prendre	VERppa	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
pain	pain	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
breuvage	breuvage	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
admonnestez	admonester	VERppe	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
charite	charité	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
grande	grand	ADJqua	NOMB.=s|GENRE=f
union	union	NOMcom	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
tous	tout	PROind	NOMB.=p|GENRE=m
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
mesme	même	ADJind	NOMB.=s|GENRE=m
esperit	esprit	VERcjg	MODE=ind|PERS.=3|NOMB.=s
nous	nous	PROper	PERS.=1|NOMB.=p
debvons	devoir	VERcjg	MODE=ind|PERS.=1|NOMB.=p
vivre	vivre	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
mourir	mourir	VERinf	MORPH=empty
en	en	ADVgen	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	VERcjg	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
cecy	ceci	ADJqua	NOMB.=s|GENRE=m
bien	bien	ADVgen	MORPH=empty
entendu	entendre	VERppe	NOMB.=s|GENRE=m
resjouyst	réjouir	VERppa	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
ame	âme	NOMcom	NOMB.=s|GENRE=f
fidele	fidèle	ADJqua	NOMB.=s|GENRE=m
/	/	PRE	MORPH=empty
la	le	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
remplissant	remplir	VERppa	MORPH=empty
de	de	PRE	MORPH=empty
divine	divin	ADJqua	NOMB.=s|GENRE=f
consolation	consolation	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
humilite	humilité	NOMcom	NOMB.=s|GENRE=f
croissante	croître	VERppa	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
foy	foi	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
jour	jour	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
jour	jour	NOMcom	NOMB.=s|GENRE=m
/	/	NOMcom	MORPH=empty
se	se	PROper	PERS.=3
exerceant	exercer	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
bonte	bonté	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
tres	très	ADVgen	MORPH=empty
doulce	doux	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
amiable	amiable	ADJqua	NOMB.=s|GENRE=f
charite	charité	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
fruict	fruit	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
autre	autre	PROind	NOMB.=s
/	/	NOMcom	MORPH=empty
mesme	même	ADJind	NOMB.=s
comme	comme	CONsub	MORPH=empty
experience	expérience	NOMcom	NOMB.=s|GENRE=f
nous	nous	PROper	PERS.=1|NOMB.=p
demonstre	démontrer	VERinf	TEMPS=pst|NOMB.=s
/	/	CONcoo	MORPH=empty
car	car	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
icelle	icelui	ADJqua	NOMB.=s|GENRE=f
/	/	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
congnoissance	connaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	NOMpro	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
effacee	effacer	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
predication	prédication	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
evangile	évangile	NOMcom	NOMB.=s|GENRE=f
rejectee	rejecter	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
empeschee	empêcher	ADJqua	NOMB.=s|GENRE=f
/	/	NOMpro	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
occupe	occuper	ADJqua	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
sonneries	sonnerie	NOMcom	NOMB.=p|GENRE=f
/	/	NOMpro	MORPH=empty
urlemens	urlement	NOMcom	NOMB.=p|GENRE=m
/	/	NOMpro	MORPH=empty
chanteries	chanterie	NOMcom	NOMB.=p|GENRE=f
/	/	CONcoo	MORPH=empty
ceremonies	cérémonie	NOMcom	NOMB.=p|GENRE=f
/	/	NOMpro	MORPH=empty
luminaires	luminaire	ADJqua	NOMB.=p|GENRE=m
/	/	NOMpro	MORPH=empty
encensemens	encensement	NOMcom	NOMB.=p
/	/	NOMpro	MORPH=empty
desguisemens	déguisement	NOMcom	NOMB.=p|GENRE=m
/	/	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
telles	tel	DETind	NOMB.=p|GENRE=f
manieres	manière	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
singeries	singerie	NOMcom	NOMB.=p|GENRE=f
/	/	NOMcom	MORPH=empty
par	par	PRE	MORPH=empty
lesquelles	lequel	PROrel	NOMB.=s|GENRE=f
le	le	DETdef	NOMB.=s|GENRE=m
paovre	pauvre	ADJqua	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
comme	comme	CONsub	MORPH=empty
brebis	brebis	NOMcom	NOMB.=p|GENRE=m
ou	ou	CONcoo	MORPH=empty
moutons	mouton	VERcjg	PERS.=1|NOMB.=p
miserablement	misérablement	ADVgen	MORPH=empty
entretenu	entretenir	VERppe	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
pourmene	promener	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
loups	loup	NOMcom	NOMB.=p|GENRE=m
ravissans	ravissant	VERppe	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
mange	manger	VERcjg	TEMPS=pst|NOMB.=s
/	/	NOMpro	MORPH=empty
ronge	ronge	NOMcom	NOMB.=s
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
devore	dévorer	VERcjg	NOMB.=s
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
pourroit	pouvoir	VERcjg	MODE=con|TEMPS=ipf|PERS.=3|NOMB.=s
dire	dire	VERinf	MORPH=empty
ne	ne	ADVneg	MORPH=empty
penser	penser	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
larrecins	larcin	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p
paillardz	paillard	NOMcom	NOMB.=p|GENRE=m
?	?	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tout	tout	ADVgen	NOMB.=s|GENRE=m
empoigne	empoigner	VERppe	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
tout	tout	ADVgen	NOMB.=s|GENRE=m
destruict	détruire	ADVgen	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
tout	tout	ADVgen	NOMB.=s|GENRE=m
englouty	engloutir	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
desherite	déshériter	VERppe	NOMB.=s|GENRE=f
princes	prince	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
roys	roi	NOMcom	NOMB.=p|GENRE=m
/	/	PRE	MORPH=empty
marchans	marcher	VERppa	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
seigneurs	seigneur	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
peult	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dire	dire	VERinf	MORPH=empty
/	/	NOMcom	MORPH=empty
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
mort	mourir	VERppe	NOMB.=s|GENRE=m
ou	ou	CONcoo	MORPH=empty
vif	vif	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
icelle	icelui	ADJqua	NOMB.=s|GENRE=f
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
vivent	vivre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
sans	sans	PRE	MORPH=empty
soucy	souci	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
besoing	besoin	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
rien	rien	PROind	NOMB.=s
/	/	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
estudier	étudier	VERinf	MORPH=empty
encore	encore	ADVgen	MORPH=empty
moins	moins	ADVgen	MORPH=empty
/	/	CONcoo	MORPH=empty
que	que	PROrel	MORPH=empty
voulez	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
vous	vous	PROper	PERS.=2|NOMB.=p
plus	plus	ADVgen	MORPH=empty
?	?	PONfrt	MORPH=empty
Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donc	donc	ADVgen	MORPH=empty
esmerveiller	émerveiller	VERinf	MORPH=empty
se	se	PROper	PERS.=3
bien	bien	ADVgen	MORPH=empty
for	for	ADJqua	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
maintiennent	maintenir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
/	/	CONcoo	MORPH=empty
ilz	il	ADVgen	PERS.=3|NOMB.=p|GENRE=m
tuent	tuer	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
bruslent	brûler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
/	/	CONcoo	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
destruisent	détruire	VERcjg	MODE=ind|PERS.=3|NOMB.=p
/	/	CONcoo	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
meurtrissent	meurtrir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
comme	comme	CONsub	MORPH=empty
brigans	briguer	NOMcom	NOMB.=p|GENRE=m
/	/	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
ceulx	celui	PROdem	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
eulx	il	NOMcom	NOMB.=p|GENRE=m
contredisent	contredire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
/	/	CONcoo	MORPH=empty
car	car	CONcoo	MORPH=empty
aultre	autre	VERinf	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
plus	plus	ADVgen	MORPH=empty
/	/	CONcoo	MORPH=empty
que	que	PROrel	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
force	force	NOMcom	NOMB.=s|GENRE=f
/	/	NOMpro	MORPH=empty
Verite	vérité	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
leur	il	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=i
fault	falloir	NOMcom	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
/	/	PRE	MORPH=empty
Verite	vérité	NOMcom	NOMB.=s|GENRE=m
les	le	PROper	NOMB.=p|GENRE=f
menasse	menace	VERcjg	PERS.=3|NOMB.=s
/	/	NOMpro	MORPH=empty
Verite	vérité	NOMcom	MODE=ind|NOMB.=s|GENRE=f
les	il	PROper	NOMB.=p|GENRE=m
suyt	suivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
pourchasse	pourchasse	ADJqua	NOMB.=s|GENRE=f
/	/	NOMpro	MORPH=empty
Verite	vérité	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
les	le	PROper	NOMB.=p|GENRE=f
espouvante	épouvanter	VERppa	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
briefvement	brièvement	ADVgen	MORPH=empty
seront	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
destruictz	détruire	VERppe	NOMB.=p
.	.	PONfrt	MORPH=empty
Fiat	fiat	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Fiat	fiat	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Amen	amen	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
