form	lemma	POS	morph
et	et	CONcoo	MORPH=empty
temple	temple	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
sainct	saint	NOMcom	NOMB.=s|GENRE=m
esperit	esprit	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	VERcjg	NOMB.=s|GENRE=m
voulant	vouloir	VERppa	MORPH=empty
donner	donner	VERinf	MORPH=empty
consolation	consolation	NOMcom	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
fidele	fidèle	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
parlant	parler	VERppa	MORPH=empty
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|CAS=i
mesme	même	ADJind	NOMB.=s
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
esperit	esprit	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
verite	vérité	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
poeut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
prendre	prendre	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
disoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ainsi	ainsi	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
Nous	nous	PROper	PERS.=1|NOMB.=p
viendrons	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
a	à	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ferons	faire	NOMcom	NOMB.=p|GENRE=m
demeure	demeurer	VERppe	NOMB.=s|GENRE=m
avec	avec	PRE	MORPH=empty
luy	il	PROper	NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
disoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
:	:	PONfbl	MORPH=empty
Nous	nous	PROper	PERS.=1|NOMB.=p
viendrons	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
en	en	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
tel	tel	DETind	NOMB.=s|GENRE=m
temple	temple	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
tel	tel	DETind	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
sur	sur	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
tel	tel	ADJind	NOMB.=s|GENRE=m
autel	autel	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
disoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
viendrons	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
a	à	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
et	et	CONcoo	MORPH=empty
ferons	faire	VERcjg	NOMB.=p
demeure	demeurer	VERppe	NOMB.=s|GENRE=m
avec	avec	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
Pourquoy	pourquoi	ADVgen	MORPH=empty
donc	donc	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
advis	avis	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
appris	apprendre	VERppe	MODE=ind|PERS.=3|NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
peuple	peuple	NOMcom	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
courir	courir	VERinf	MORPH=empty
ca	çà	DETpos	PERS.=1|NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
sinon	sinon	PROpos	PERS.=1|NOMB.=s
Des	de_le	DETndf	NOMB.=p
fruictz	fruit	NOMcom	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
empoigner	empoigner	VERinf	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
apporte	apporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
?	?	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
insatiable	insatiable	ADJqua	NOMB.=s|GENRE=f
cupidite	cupidité	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Certes	certes	ADVgen	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
ose	oser	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
bien	bien	ADVgen	MORPH=empty
dire	dire	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
brigans	brigand	NOMcom	NOMB.=p|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
boys	bois	NOMcom	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
point	point	ADVgen	MORPH=empty
tant	tant	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
craindre	craindre	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
ces	ce	DETdem	NOMB.=p
antechristz	antéchrist	NOMcom	NOMB.=p|GENRE=m
lesquelz	lequel	PROrel	NOMB.=p
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
point	point	ADVgen	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
pille	piller	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
desrobe	dérober	VERcjg	NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m
biens	bien	NOMcom	NOMB.=p|GENRE=m
temporelz	temporel	ADJqua	NOMB.=p|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
peuple	peuple	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
jecte	jeter	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
aliene	aliéner	NOMcom	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
fause	faux	ADJqua	NOMB.=s|GENRE=f
doctrine	doctrine	NOMcom	NOMB.=s|GENRE=f
quasi	quasi	ADVgen	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
hors	hors	PRE	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
voye	voie	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
salut	salut	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
hors	hors	PRE	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
verite	vérité	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Icy	ici	ADVgen	MORPH=empty
endroit	endroit	VERcjg	MODE=con|PERS.=3|NOMB.=s
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
debvroit	devoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
parler	parler	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
lamenter	lamenter	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
gemir	gémir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
plorer	pleurer	VERinf	MORPH=empty
par	par	PRE	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
doleur	douleur	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
tristesse	tristesse	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|CAS=r
deporte	déporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
parler	parler	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
faulx	faux	NOMcom	NOMB.=p|GENRE=f
miracles	miracle	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
idoles	idole	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
d'	de	PRE	MORPH=empty
or	or	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
d'	de	PRE	MORPH=empty
argent	argent	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
pierre	pierre	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
terre	terre	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
boys	bois	NOMcom	NOMB.=s|GENRE=m
etc	etc	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
pelerinages	pèlerinage	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
voyages	voyage	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
telles	tel	DETind	NOMB.=p|GENRE=f
manieres	manière	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
seductions	séduction	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
lesquelles	lequel	PROrel	NOMB.=s|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
totallement	totalement	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
tenebres	ténèbre	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
abysme	abîme	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
mal	mal	NOMcom	NOMB.=s|GENRE=m
dont	dont	PROrel	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
commencement	commencement	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
malheureux	malheureux	ADJqua	NOMB.=s|GENRE=m
fruict	fruit	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
avoye	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
promis	promettre	VERppe	GENRE=m
de	de	PRE	MORPH=empty
parler	parler	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
de	de	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
maulx	mal	NOMcom	NOMB.=p|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
homme	homme	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
scauroit	savoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
pire	pire	ADJqua	NOMB.=s
imaginer	imaginer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que	PROint	MORPH=empty
vouldriez	vouloir	VERcjg	MODE=ind|PERS.=2|NOMB.=p
vous	vous	PROper	PERS.=2|NOMB.=p
pire	pire	ADJqua	NOMB.=s
/	/	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
d'	de	PRE	MORPH=empty
estre	être	VERinf	MORPH=empty
donne	donner	VERcjg	MODE=ind|NOMB.=s
en	en	ADVgen	MORPH=empty
sens	sens	NOMcom	NOMB.=s|GENRE=m
reprouve	réprouver	VERppe	TEMPS=pst|NOMB.=s
/	/	PONfbl	MORPH=empty
d'	de	PRE	MORPH=empty
estre	être	VERinf	MORPH=empty
frappe	frapper	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
si	si	ADVgen	MORPH=empty
profondes	profond	ADJqua	NOMB.=p|GENRE=f
tenebres	ténèbre	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
vienne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
juger	juger	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
bien	bien	NOMcom	NOMB.=s
estre	être	VERinf	MORPH=empty
mal	mal	ADVgen	NOMB.=s
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
mal	mal	NOMcom	NOMB.=s|GENRE=m
estre	être	VERinf	MORPH=empty
bien	bien	ADVgen	MORPH=empty
?	?	PONfrt	MORPH=empty
Tout	tout	DETind	NOMB.=s
cecy	ceci	NOMcom	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
sur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
peuple	peuple	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
advenu	advenir	VERppe	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
povez	pouvoir	VERcjg	MODE=ind|PERS.=2|NOMB.=p
clairement	clairement	ADVgen	MORPH=empty
entendre	entendre	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
cy	ci	ADVgen	MORPH=empty
dessus	dessus	ADVgen	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
declaire	déclarer	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
mal	mal	NOMcom	NOMB.=s|GENRE=m
icy	ici	ADVgen	MORPH=empty
sur	sur	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
autres	autre	PROind	NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=f
prophetes	prophète	NOMcom	NOMB.=p|GENRE=f
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
faict	faire	VERppe	GENRE=m
mention	mention	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
quand	quand	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
grosses	gros	NOMcom	NOMB.=p|GENRE=f
menasses	menace	NOMcom	NOMB.=p|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
mal	mal	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
debvoit	devoir	VERcjg	MODE=con|TEMPS=ipf|PERS.=3|NOMB.=s
advenir	advenir	VERinf	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
peuple	peuple	NOMcom	NOMB.=s|GENRE=m
incredule	incrédule	ADJqua	NOMB.=s|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
predict	prédire	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s
aveuglement	aveuglement	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
execation	exécation	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
iceluy	cil	PROdem	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
pas	pas	ADVgen	NOMB.=s|GENRE=m
raison	raison	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
celuy	celui	PROdem	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
veult	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
prendre	prendre	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
recevoir	recevoir	VERinf	MORPH=empty
benediction	bénédiction	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
luy	il	PROper	PERS.=3|NOMB.=s|CAS=i
advienne	advenir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
malediction	malédiction	NOMcom	NOMB.=s|GENRE=f
?	?	PONfrt	MORPH=empty
Sur	sur	PRE	MORPH=empty
quoy	quoi	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pretendre	prétendre	VERinf	MORPH=empty
ou	ou	CONcoo	MORPH=empty
alleguer	alléguer	VERinf	MORPH=empty
ignorance	ignorance	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
disant	dire	VERppa	MORPH=empty
que	que	CONsub	MORPH=empty
s'	si	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
du	du	PRE.DETdef	NOMB.=s|GENRE=m
mal	mal	NOMcom	NOMB.=s|GENRE=m
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pour	pour	PRE	MORPH=empty
ceulx	celui	PROdem	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
invente	inventer	ADJqua	NOMB.=s|GENRE=m
tant	tant	ADVgen	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
certes	certes	ADVgen	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aussi	aussi	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
ceulx	celui	PROdem	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
suyvent	suivre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
/	/	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
escript	écrire	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Si	si	CONsub	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
aveugle	aveugle	ADJqua	NOMB.=s|GENRE=m
meine	mener	NOMcom	NOMB.=s|GENRE=f
l'	le	DETdef	NOMB.=s
autre	autre	PROind	NOMB.=s
tous	tout	DETind	NOMB.=p|GENRE=m
deux	deux	PROcar	NOMB.=p
tombent	tomber	VERcjg	MODE=ind|PERS.=3|NOMB.=p
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
fosse	fosse	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Pourquoy	pourquoi	ADVgen	MORPH=empty
se	se	PROper	PERS.=3
maintient	maintenir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p
prie	prier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
que	que	CONsub	MORPH=empty
chascun	chacun	PROind	NOMB.=s|GENRE=m
y	y	PROadv	MORPH=empty
advise	aviser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Declaration	déclaration	NOMcom	NOMB.=s|GENRE=f
sixiesme	sixième	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
cause	cause	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
pourquoy	pourquoi	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maintenir	maintenir	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
JA	jà	PROper	PERS.=1|NOMB.=s|GENRE=f
cause	cause	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
evidente	évident	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
puis	puis	ADVgen	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
que	que	CONsub	MORPH=empty
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
fruict	fruit	NOMcom	NOMB.=s|GENRE=m
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
produit	produire	VERcjg	MODE=ind|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
N'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
pas	pas	NOMcom	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
source	source	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
souppe	soupe	NOMcom	NOMB.=s|GENRE=f
grasse	gras	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s|GENRE=f
?	?	PONfrt	MORPH=empty
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
point	point	NOMcom	NOMB.=s|GENRE=m
une	un	DETndf	NOMB.=s|GENRE=f
bonne	bon	ADJqua	NOMB.=s|GENRE=f
vache	vache	NOMcom	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
laict	lait	ADJqua	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
oncque	onque	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vit	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
telle	tel	DETind	NOMB.=s|GENRE=f
truye	truie	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
tant	tant	ADVgen	MORPH=empty
ayseement	aisément	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
tant	tant	ADVgen	MORPH=empty
doulcement	doucement	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
grassement	grassement	NOMcom	GENRE=m
ayt	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nourry	nourrir	ADJqua	MORPH=empty
tant	tant	ADVgen	MORPH=empty
